Student_Index,Attorneys and Law Offices,Engineering,Arts and Crafts,Management,Online Advertising,Public Relations,Web Design and Development,Human Resources,Media,Art Dealers and Galleries,State,District,Faculty_Domain,GOT,Employed
UG2199,2.0,7.0,5.0,8.0,2.0,3.0,2.0,0.0,7.0,4.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG22,8.0,1.0,2.0,0.0,2.0,4.0,8.0,0.0,1.0,6.0,MELAKA,Melaka Tengah,MANAGEMENT,No,Yes
UG2200,0.0,8.0,6.0,1.0,1.0,7.0,1.0,7.0,1.0,6.0,MELAKA,Melaka Tengah,IT,Yes,No
UG2201,8.0,5.0,5.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,JOHOR,Muar,IT,Yes,Yes
UG2202,1.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,JOHOR,Muar,MANAGEMENT,Yes,No
UG2203,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,SELANGOR,Petaling,MANAGEMENT,Yes,Yes
UG2204,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,SARAWAK,Bahagian Sarikei,IT,Yes,No
UG2205,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,SABAH,Beaufort,IT,Yes,Yes
UG2206,0.0,8.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,PULAU PINANG,Seberang Perai Tengah,IT,Yes,Yes
UG2207,0.0,0.0,6.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,JOHOR,Johor Bahru,MANAGEMENT,Yes,No
UG2208,8.0,0.0,6.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,JOHOR,Johor Bahru,IT,Yes,No
UG2209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,KEDAH,Kubang Pasu,IT,Yes,Yes
UG221,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,6.0,PERAK,Larut & Matang,ENGINEERING,No,No_data
UG2210,0.0,8.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,No
UG2211,0.0,5.0,0.0,0.0,2.0,5.0,0.0,7.0,2.0,6.0,MELAKA,Alor Gajah,MANAGEMENT,Yes,Yes
UG2212,0.0,0.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0,4.0,JOHOR,Muar,MANAGEMENT,Yes,Yes
UG2213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Melaka Tengah,IT,Yes,No
UG2214,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,MELAKA,Melaka Tengah,MANAGEMENT,No,Yes
UG2215,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,SARAWAK,Bahagian Samarahan,IT,Yes,Yes
UG2216,0.0,8.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG2217,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,KELANTAN,Jajahan Kota Bharu,IT,Yes,Yes
UG2218,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,JOHOR,Johor Bahru,IT,Yes,No
UG2219,1.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Melaka Tengah,IT,No,No_data
UG2220,0.0,0.0,6.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,JOHOR,Muar,MANAGEMENT,Yes,Yes
UG2221,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG2222,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,JOHOR,Muar,MANAGEMENT,Yes,No
UG2223,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,JOHOR,Johor Bahru,IT,Yes,Yes
UG2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Melaka Tengah,IT,Yes,Yes
UG2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Muar,IT,Yes,Yes
UG2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARAWAK,Bahagian Bintulu,MANAGEMENT,Yes,No
UG2227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Kluang,MANAGEMENT,Yes,Yes
UG223,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,SELANGOR,Kuala Langat,IT,No,Yes
UG2237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG2238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARAWAK,Bahagian Miri,IT,Yes,Yes
UG2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,JOHOR,Johor Bahru,MANAGEMENT,Yes,Yes
UG224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Johor Bahru,IT,No,No
UG2240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Melaka Tengah,IT,Yes,No
UG2241,8.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,0.0,6.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,No
UG2242,8.0,8.0,6.0,1.0,0.0,8.0,4.0,8.0,8.0,0.0,MELAKA,Melaka Tengah,IT,Yes,No
UG2243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,No
UG2244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,JOHOR,Johor Bahru,IT,Yes,Yes
UG2245,8.0,6.0,5.0,1.0,0.0,8.0,0.0,6.0,1.0,4.0,JOHOR,Kluang,MANAGEMENT,Yes,No
UG2246,8.0,0.0,3.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,JOHOR,Batu Pahat,MANAGEMENT,Yes,No
UG2247,8.0,0.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,JOHOR,Muar,MANAGEMENT,Yes,Yes
UG2248,8.0,8.0,6.0,0.0,7.0,0.0,8.0,8.0,3.0,4.0,JOHOR,Johor Bahru,MANAGEMENT,Yes,Yes
UG2249,3.0,8.0,8.0,1.0,1.0,8.0,0.0,1.0,1.0,3.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Gombak,ENGINEERING,No,Yes
UG2250,0.0,8.0,6.0,1.0,1.0,8.0,8.0,8.0,1.0,0.0,PERAK,Manjung,IT,Yes,Yes
UG2251,8.0,8.0,6.0,8.0,1.0,8.0,1.0,8.0,8.0,6.0,SELANGOR,Ulu Langat,IT,Yes,Yes
UG2252,8.0,3.0,6.0,2.0,1.0,8.0,4.0,8.0,1.0,4.0,JOHOR,Johor Bahru,MANAGEMENT,Yes,Yes
UG2253,8.0,8.0,6.0,0.0,7.0,8.0,8.0,8.0,7.0,6.0,SELANGOR,Petaling,FCM,Yes,Yes
UG2254,8.0,8.0,6.0,0.0,8.0,0.0,1.0,8.0,1.0,4.0,JOHOR,Kluang,MANAGEMENT,Yes,No
UG2255,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,JOHOR,Kulai,MANAGEMENT,Yes,Yes
UG2256,0.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,PERAK,Kinta,IT,Yes,Yes
UG2257,0.0,0.0,6.0,1.0,0.0,8.0,2.0,8.0,1.0,6.0,PULAU PINANG,Seberang Perai Tengah,IT,Yes,Yes
UG2258,0.0,8.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,3.0,PAHANG,Bera,MANAGEMENT,Yes,Yes
UG2259,1.0,8.0,1.0,0.0,1.0,2.0,6.0,7.0,1.0,6.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG2260,2.0,8.0,4.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,JOHOR,Mersing,IT,No,No
UG2261,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG2262,8.0,0.0,0.0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG2263,0.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,SELANGOR,Klang,IT,Yes,Yes
UG2265,0.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,JOHOR,Johor Bahru,IT,Yes,No
UG2266,8.0,8.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,0.0,KUALA LUMPUR,Tiada - K.Lumpur,MANAGEMENT,Yes,No
UG2267,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,JOHOR,Mersing,MANAGEMENT,No,Yes
UG2268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Kulai,MANAGEMENT,Yes,Yes
UG2270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGERI SEMBILAN,Seremban,IT,No,No
UG2272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KUALA LUMPUR,Tiada - K.Lumpur,FCM,Yes,Yes
UG2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KELANTAN,Jajahan Pasir Puteh,MANAGEMENT,Yes,No
UG2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Muar,MANAGEMENT,Yes,No
UG2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OVERSEAS,No_data,MANAGEMENT,Yes,No
UG228,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,MELAKA,Melaka Tengah,IT,Yes,No
UG2280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Kluang,MANAGEMENT,Yes,Yes
UG2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,No
UG2283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OVERSEAS,No_data,ENGINEERING,No,Yes
UG2284,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,OVERSEAS,No_data,ENGINEERING,No,No
UG2288,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,OVERSEAS,No_data,MANAGEMENT,No,No
UG2289,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Sepang,ENGINEERING,No,No
UG229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Petaling,IT,Yes,No_data
UG2290,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OVERSEAS,No_data,ENGINEERING,No,No
UG2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OVERSEAS,No_data,IT,No,No
UG2292,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,MELAKA,Melaka Tengah,IT,No,No
UG2293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Johor Bahru,MANAGEMENT,Yes,Yes
UG2294,8.0,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,SELANGOR,Sepang,ENGINEERING,No,No
UG2298,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PAHANG,No_data,FCM,No,No_data
UG2299,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,OVERSEAS,No_data,IT,No,No
UG23,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,KEDAH,Kuala Muda,MANAGEMENT,No,Yes
UG230,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Petaling,FAC,No,No_data
UG2300,0.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,1.0,1.0,OVERSEAS,No_data,ENGINEERING,No,No
UG2301,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,OVERSEAS,No_data,IT,Yes,No
UG2302,8.0,8.0,6.0,1.0,0.0,8.0,8.0,8.0,4.0,6.0,OVERSEAS,No_data,IT,Yes,No
UG2303,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,OVERSEAS,No_data,MANAGEMENT,No,No
UG2304,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,SELANGOR,Petaling,ENGINEERING,No,No_data
UG2305,0.0,8.0,6.0,1.0,1.0,5.0,1.0,8.0,1.0,6.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,No
UG2306,0.0,0.0,6.0,8.0,5.0,8.0,8.0,8.0,7.0,6.0,SELANGOR,Sepang,MANAGEMENT,Yes,No
UG2307,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,SELANGOR,Sepang,MANAGEMENT,No,No_data
UG2308,0.0,8.0,2.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,SELANGOR,Sepang,FCA,No,No
UG231,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,JOHOR,Kluang,MANAGEMENT,No,Yes
UG2310,8.0,0.0,6.0,8.0,3.0,1.0,7.0,8.0,1.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,No
UG2311,8.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,PAHANG,Kuantan,MANAGEMENT,No,Yes
UG2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Gombak,FCA,No,No_data
UG2313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Johor Bahru,FCM,No,No_data
UG2315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Johor Bahru,FCA,No,Yes
UG2316,8.0,2.0,0.0,0.0,1.0,0.0,8.0,7.0,0.0,7.0,KELANTAN,Jajahan Machang,IT,No,No_data
UG2317,8.0,8.0,6.0,1.0,1.0,8.0,1.0,5.0,1.0,7.0,PAHANG,Temerloh,MANAGEMENT,No,No
UG2318,8.0,8.0,6.0,1.0,8.0,8.0,0.0,8.0,1.0,6.0,KUALA LUMPUR,Tiada - K.Lumpur,MANAGEMENT,Yes,No
UG2319,2.0,8.0,6.0,1.0,1.0,2.0,1.0,8.0,1.0,3.0,KEDAH,Kuala Muda,MANAGEMENT,No,Yes
UG232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Petaling,MANAGEMENT,No,Yes
UG2320,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,SABAH,Kota Kinabalu,MANAGEMENT,No,Yes
UG2321,8.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,JOHOR,Segamat,MANAGEMENT,No,No
UG2322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KUALA LUMPUR,Tiada - K.Lumpur,MANAGEMENT,No,No
UG2323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Johor Bahru,FCM,No,Yes
UG2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KUALA LUMPUR,Tiada - K.Lumpur,MANAGEMENT,No,Yes
UG2327,0.0,8.0,6.0,1.0,4.0,8.0,8.0,8.0,1.0,6.0,SELANGOR,Klang,MANAGEMENT,Yes,No
UG2328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Petaling,MANAGEMENT,No,No
UG233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Gombak,FAC,No,Yes
UG2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Petaling,MANAGEMENT,Yes,No
UG2332,8.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,7.0,KELANTAN,Jajahan Pasir Mas,IT,No,Yes
UG2333,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,NEGERI SEMBILAN,Seremban,MANAGEMENT,Yes,No
UG2334,2.0,0.0,8.0,2.0,0.0,2.0,7.0,2.0,2.0,8.0,SELANGOR,Klang,MANAGEMENT,No,Yes
UG2335,8.0,8.0,5.0,1.0,1.0,8.0,1.0,0.0,1.0,6.0,PAHANG,Bentong,MANAGEMENT,No,No
UG2336,8.0,8.0,6.0,1.0,8.0,8.0,3.0,8.0,6.0,8.0,SELANGOR,Kuala Langat,MANAGEMENT,No,Yes
UG2337,2.0,8.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,JOHOR,Kluang,MANAGEMENT,Yes,No_data
UG2338,6.0,8.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,KELANTAN,Jajahan Machang,MANAGEMENT,Yes,Yes
UG2339,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,KUALA LUMPUR,Tiada - K.Lumpur,MANAGEMENT,No,Yes
UG234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Alor Gajah,MANAGEMENT,Yes,Yes
UG2340,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,SELANGOR,Gombak,MANAGEMENT,No,Yes
UG2341,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,SELANGOR,Klang,MANAGEMENT,No,Yes
UG2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,Johor Bahru,MANAGEMENT,Yes,Yes
UG2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,No
UG2346,8.0,2.0,6.0,8.0,2.0,8.0,2.0,8.0,2.0,6.0,KUALA LUMPUR,Tiada - K.Lumpur,MANAGEMENT,No,No
UG2347,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,NEGERI SEMBILAN,Seremban,ENGINEERING,No,Yes
UG2348,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,KELANTAN,Jajahan Pasir Mas,MANAGEMENT,No,Yes
UG2349,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,SELANGOR,Ulu Langat,MANAGEMENT,No,Yes
UG235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,SELANGOR,Gombak,LAW,No,Yes
UG2350,0.0,0.0,6.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,SELANGOR,Gombak,MANAGEMENT,Yes,Yes
UG2351,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,PULAU PINANG,Seberang Perai Utara,LAW,Yes,No
UG2352,7.0,8.0,6.0,8.0,5.0,0.0,6.0,0.0,1.0,6.0,SELANGOR,Gombak,MANAGEMENT,Yes,No
UG2353,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,PERAK,Kinta,MANAGEMENT,Yes,No
UG2354,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Ulu Langat,MANAGEMENT,No,Yes
UG2355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PERAK,Selama,FCM,No,No_data
UG2358,8.0,0.0,0.0,5.0,0.0,0.0,3.0,8.0,0.0,6.0,JOHOR,Johor Bahru,MANAGEMENT,Yes,No
UG2359,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,KUALA LUMPUR,Tiada - K.Lumpur,ENGINEERING,Yes,Yes
UG236,0.0,8.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,MELAKA,Alor Gajah,MANAGEMENT,Yes,Yes
UG2360,0.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,PAHANG,Kuantan,ENGINEERING,Yes,Yes
UG2361,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,JOHOR,Johor Bahru,MANAGEMENT,No,No
UG2362,0.0,8.0,0.0,0.0,5.0,8.0,4.0,0.0,5.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,No
UG2363,1.0,8.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,SELANGOR,Gombak,MANAGEMENT,Yes,Yes
UG2364,0.0,8.0,6.0,8.0,7.0,0.0,0.0,0.0,5.0,0.0,MELAKA,Melaka Tengah,MANAGEMENT,Yes,Yes
UG2365,1.0,8.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,0.0,PULAU PINANG,Seberang Perai Utara,ENGINEERING,Yes,Yes
UG2366,8.0,8.0,0.0,1.0,8.0,8.0,7.0,8.0,0.0,0.0,SELANGOR,Gombak,MANAGEMENT,No,No
UG2367,2.0,0.0,6.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,SELANGOR,Ulu Langat,MANAGEMENT,Yes,Yes
UG2368,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Petaling,MANAGEMENT,Yes,Yes
UG2369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SELANGOR,Kuala Langat,ENGINEERING,Yes,Yes
UG237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NEGERI SEMBILAN,Tampin,MANAGEMENT,No,No_data
UG2370,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,SELANGOR,Kuala Selangor,MANAGEMENT,Yes,No
UG2371,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,SELANGOR,Klang,MANAGEMENT,Yes,No
UG2372,8.0,8.0,0.0,1.0,0.0,0.0,8.0,8.0,1.0,0.0,SELANGOR,Petaling,IT,Yes,Yes
UG2373,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,PULAU PINANG,Timor Laut,MANAGEMENT,No,Yes
UG2374,4.0,8.0,6.0,8.0,3.0,8.0,1.0,8.0,0.0,6.0,SELANGOR,Petaling,MANAGEMENT,Yes,Yes
UG2375,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,KUALA LUMPUR,Tiada - K.Lumpur,MANAGEMENT,Yes,No
UG2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Kuala Langat,MANAGEMENT,Yes,Yes
UG2377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGERI SEMBILAN,Seremban,MANAGEMENT,No,No
UG2378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,Sepang,MANAGEMENT,No,Yes
UG2379,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,KUALA LUMPUR,Tiada - K.Lumpur,MANAGEMENT,No,No
UG238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SELANGOR,Ulu Langat,MANAGEMENT,No,Yes
UG2380,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,PUTRAJAYA,Putrajaya,MANAGEMENT,Yes,No
UG2381,0.0,8.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,PAHANG,Kuantan,MANAGEMENT,Yes,Yes
UG2382,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,SELANGOR,Gombak,MANAGEMENT,Yes,No
UG239,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,PAHANG,Raub,MANAGEMENT,No,No
UG24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NEGERI SEMBILAN,Jempol,MANAGEMENT,Yes,Yes
UG240,1.0,0.0,2.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,KEDAH,Kuala Muda,MANAGEMENT,Yes,Yes
UG241,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,JOHOR,Segamat,IT,No,Yes
UG242,0.0,0.0,6.0,0.0,0.0,8.0,1.0,8.0,0.0,0.0,SELANGOR,Gombak,MANAGEMENT,No,Yes
UG243,5.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,SELANGOR,Gombak,MANAGEMENT,Yes,No_data
UG244,0.0,0.0,0.0,8.0,0.0,8.0,1.0,8.0,0.0,6.0,SELANGOR,Ulu Langat,LAW,No,No
UG245,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,PAHANG,Kuantan,MANAGEMENT,Yes,Yes
UG246,0.0,8.0,6.0,1.0,1.0,8.0,0.0,8.0,2.0,8.0,JOHOR,Johor Bahru,IT,Yes,Yes
UG247,0.0,8.0,8.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,MELAKA,Melaka Tengah,IT,No,No
UG248,0.0,8.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,SELANGOR,Ulu Langat,MANAGEMENT,No,No_data
UG249,0.0,8.0,6.0,2.0,0.0,0.0,2.0,8.0,2.0,0.0,NEGERI SEMBILAN,Jempol,IT,Yes,Yes
UG25,1.0,4.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,OVERSEAS,No_data,ENGINEERING,Yes,No
UG250,1.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,JOHOR,Muar,MANAGEMENT,Yes,Yes
UG251,4.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,5.0,6.0,KUALA LUMPUR,Tiada - K.Lumpur,FCM,Yes,Yes
UG252,8.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,1.0,6.0,PERAK,Manjung,MANAGEMENT,Yes,Yes
UG253,8.0,8.0,4.0,8.0,0.0,8.0,6.0,8.0,4.0,3.0,SELANGOR,Ulu Langat,MANAGEMENT,Yes,Yes
UG254,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,TRENGGANU,Kemaman,MANAGEMENT,Yes,Yes
UG255,8.0,8.0,8.0,2.0,2.0,8.0,0.0,6.0,0.0,0.0,MELAKA,Jasin,MANAGEMENT,Yes,Yes
UG256,8.0,8.0,0.0,1.0,2.0,0.0,2.0,8.0,2.0,6.0,MELAKA,Melaka Tengah,IT,Yes,Yes
UG257,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,JOHOR,Muar,MANAGEMENT,Yes,Yes
UG258,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,JOHOR,Pontian,ENGINEERING,No,Yes
