Student_Index,Attorneys and Law Offices,Engineering,Arts and Crafts,Management,Online Advertising,Public Relations,Web Design and Development,Human Resources,Media,Art Dealers and Galleries,State,District,Faculty_Domain,GOT,Employed
U2022_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARAWAK,MIRI,LAW,Yes,Yes
U2022_10,0.0,8.0,6.0,0.0,8.0,0.0,8.0,0.0,7.0,5.0,SABAH,PENAMPANG,LAW,Yes,No
U2022_100,5.0,7.0,0.0,3.0,2.0,8.0,2.0,7.0,2.0,0.0,SELANGOR,SEPANG,LAW,Yes,No
U2022_1000,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,4.0,SELANGOR,PETALING,LAW,No,Yes
U2022_1001,8.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,KEDAH,KUALA MUDA,FCM,No,No_data
U2022_1002,1.0,8.0,6.0,1.0,1.0,8.0,8.0,8.0,1.0,1.0,SELANGOR,HULU LANGAT,LAW,No,Yes
U2022_1003,8.0,8.0,6.0,1.0,7.0,8.0,0.0,8.0,1.0,4.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1004,8.0,0.0,6.0,1.0,0.0,8.0,8.0,8.0,0.0,6.0,PULAU PINANG,SEBERANG PERAI TENGAH,LAW,No,Yes
U2022_1005,8.0,8.0,6.0,0.0,1.0,0.0,5.0,8.0,1.0,3.0,JOHOR,LEDANG,MANAGEMENT,Yes,Yes
U2022_1006,3.0,8.0,0.0,1.0,4.0,8.0,3.0,8.0,1.0,6.0,PUTRAJAYA,PUTRAJAYA,MANAGEMENT,No,No_data
U2022_1007,8.0,8.0,0.0,1.0,1.0,8.0,1.0,8.0,1.0,6.0,NEGERI SEMBILAN,SEREMBAN,ENGINEERING,No,Yes
U2022_1008,2.0,8.0,0.0,8.0,0.0,6.0,0.0,8.0,8.0,3.0,KELANTAN,GUA MUSANG,ENGINEERING,Yes,Yes
U2022_1009,8.0,8.0,6.0,5.0,8.0,8.0,6.0,8.0,5.0,6.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_101,1.0,0.0,3.0,8.0,5.0,8.0,2.0,8.0,8.0,8.0,SELANGOR,SEPANG,FAC,Yes,Yes
U2022_1010,8.0,8.0,6.0,1.0,8.0,8.0,6.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1011,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,SELANGOR,PETALING,LAW,No,Yes
U2022_1012,8.0,8.0,6.0,3.0,8.0,0.0,8.0,8.0,1.0,6.0,PULAU PINANG,SEBERANG PERAI UTARA,LAW,Yes,Yes
U2022_1013,7.0,8.0,6.0,1.0,0.0,8.0,1.0,1.0,5.0,6.0,NEGERI SEMBILAN,SEREMBAN,LAW,Yes,Yes
U2022_1014,8.0,8.0,6.0,8.0,1.0,8.0,5.0,0.0,1.0,5.0,JOHOR,JOHOR BAHARU,ENGINEERING,Yes,Yes
U2022_1015,1.0,8.0,6.0,1.0,4.0,8.0,3.0,8.0,1.0,4.0,SELANGOR,KLANG,MANAGEMENT,Yes,Yes
U2022_1016,8.0,8.0,6.0,1.0,8.0,8.0,1.0,8.0,4.0,8.0,SELANGOR,GOMBAK,ENGINEERING,Yes,Yes
U2022_1017,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,PAHANG,KUANTAN,LAW,Yes,Yes
U2022_1018,0.0,6.0,6.0,0.0,0.0,5.0,6.0,0.0,0.0,7.0,SELANGOR,KLANG,ENGINEERING,Yes,Yes
U2022_1019,5.0,0.0,8.0,8.0,1.0,8.0,1.0,8.0,0.0,6.0,SELANGOR,GOMBAK,FAC,No,No_data
U2022_102,8.0,8.0,6.0,8.0,8.0,0.0,5.0,8.0,6.0,0.0,SELANGOR,HULU LANGAT,FCM,No,Yes
U2022_1020,0.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1021,5.0,6.0,8.0,0.0,2.0,8.0,0.0,8.0,5.0,7.0,SELANGOR,SEPANG,ENGINEERING,Yes,No
U2022_1022,7.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,Yes
U2022_1023,1.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,JOHOR,PONTIAN,MANAGEMENT,Yes,Yes
U2022_1024,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,6.0,SELANGOR,SEPANG,LAW,Yes,Yes
U2022_1025,8.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,PERAK,KERIAN,ENGINEERING,No,No
U2022_1026,8.0,8.0,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,NEGERI SEMBILAN,SEREMBAN,FAC,Yes,Yes
U2022_1027,8.0,0.0,6.0,1.0,0.0,8.0,0.0,8.0,0.0,8.0,JOHOR,KULAIJAYA,MANAGEMENT,Yes,Yes
U2022_1028,6.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,7.0,6.0,SELANGOR,PETALING,FAC,Yes,Yes
U2022_1029,5.0,8.0,6.0,6.0,1.0,8.0,1.0,0.0,0.0,8.0,SELANGOR,HULU LANGAT,MANAGEMENT,No,Yes
U2022_103,8.0,8.0,6.0,1.0,4.0,8.0,2.0,8.0,1.0,6.0,SELANGOR,SEPANG,IT,Yes,Yes
U2022_1030,8.0,0.0,6.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,MELAKA,ALOR GAJAH,ENGINEERING,Yes,Yes
U2022_1031,0.0,0.0,6.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,KUALA LUMPUR,KUALA LUMPUR,LAW,Yes,Yes
U2022_1032,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,No
U2022_1033,8.0,8.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,SELANGOR,SEPANG,MANAGEMENT,No,Yes
U2022_1034,0.0,7.0,6.0,0.0,8.0,0.0,8.0,0.0,7.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,MANAGEMENT,No,Yes
U2022_1036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_104,8.0,8.0,6.0,1.0,5.0,7.0,8.0,8.0,3.0,5.0,JOHOR,BATU PAHAT,IT,Yes,No
U2022_1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PAHANG,TEMERLOH,LAW,Yes,Yes
U2022_1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,No,No
U2022_1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,IT,No,Yes
U2022_1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,KUALA SELANGOR,IT,No,Yes
U2022_1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,SEPANG,IT,Yes,Yes
U2022_1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,No
U2022_105,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1050,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,KUALA LUMPUR,KUALA LUMPUR,IT,No,No_data
U2022_1051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,SEPANG,MANAGEMENT,No,Yes
U2022_1053,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,KEDAH,KOTA SETAR,LAW,Yes,Yes
U2022_1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1057,8.0,8.0,0.0,1.0,6.0,8.0,0.0,7.0,1.0,0.0,SELANGOR,HULU LANGAT,IT,No,Yes
U2022_1058,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_1059,8.0,8.0,6.0,1.0,7.0,1.0,0.0,8.0,1.0,6.0,MELAKA,ALOR GAJAH,IT,Yes,No_data
U2022_106,8.0,8.0,6.0,1.0,1.0,8.0,1.0,8.0,1.0,8.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_1060,1.0,8.0,6.0,3.0,2.0,8.0,1.0,8.0,0.0,7.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,No,Yes
U2022_1061,7.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,4.0,2.0,JOHOR,JOHOR BAHARU,LAW,Yes,Yes
U2022_1062,1.0,0.0,6.0,1.0,8.0,8.0,8.0,8.0,1.0,6.0,SELANGOR,HULU LANGAT,FCA,No,Yes
U2022_1063,8.0,0.0,6.0,8.0,8.0,0.0,1.0,8.0,1.0,6.0,JOHOR,KULAIJAYA,LAW,No,Yes
U2022_1064,8.0,8.0,6.0,1.0,8.0,8.0,6.0,8.0,4.0,3.0,JOHOR,MUAR,MANAGEMENT,No,Yes
U2022_1065,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,PAHANG,KUANTAN,LAW,Yes,No
U2022_1066,8.0,8.0,6.0,0.0,4.0,8.0,8.0,7.0,7.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1067,8.0,8.0,6.0,2.0,1.0,8.0,8.0,8.0,6.0,8.0,JOHOR,JOHOR BAHARU,IT,Yes,No
U2022_1068,8.0,8.0,6.0,0.0,1.0,0.0,1.0,8.0,1.0,4.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,No
U2022_1069,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,No_data
U2022_107,8.0,8.0,6.0,1.0,4.0,0.0,0.0,6.0,1.0,5.0,NEGERI SEMBILAN,TAMPIN,MANAGEMENT,Yes,Yes
U2022_1070,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,JOHOR,MUAR,IT,Yes,No
U2022_1071,8.0,8.0,6.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,SELANGOR,KLANG,LAW,Yes,Yes
U2022_1072,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,1.0,0.0,SELANGOR,PETALING,LAW,Yes,Yes
U2022_1073,1.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,LAW,Yes,Yes
U2022_1074,2.0,5.0,6.0,1.0,8.0,8.0,5.0,1.0,1.0,8.0,TRENGGANU,BESUT,MANAGEMENT,Yes,Yes
U2022_1075,8.0,0.0,6.0,7.0,5.0,8.0,6.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,ENGINEERING,Yes,Yes
U2022_1076,8.0,8.0,6.0,1.0,8.0,7.0,8.0,8.0,4.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1077,1.0,8.0,6.0,8.0,2.0,8.0,4.0,8.0,2.0,3.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1078,8.0,8.0,6.0,2.0,2.0,6.0,2.0,8.0,2.0,4.0,SARAWAK,BINTULU,IT,Yes,Yes
U2022_1079,1.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,SELANGOR,PETALING,ENGINEERING,Yes,Yes
U2022_108,0.0,8.0,6.0,8.0,8.0,3.0,8.0,8.0,8.0,6.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1080,8.0,8.0,6.0,1.0,0.0,8.0,3.0,8.0,1.0,8.0,PAHANG,KUANTAN,LAW,Yes,Yes
U2022_1081,2.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,1.0,8.0,NEGERI SEMBILAN,KUALA PILAH,IT,No,Yes
U2022_1082,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,SELANGOR,SABAK BERNAM,MANAGEMENT,Yes,Yes
U2022_1083,0.0,8.0,8.0,1.0,1.0,5.0,1.0,4.0,0.0,6.0,JOHOR,JOHOR BAHARU,FCA,No,No
U2022_1084,0.0,8.0,6.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,JOHOR,LEDANG,MANAGEMENT,Yes,No
U2022_1085,0.0,8.0,6.0,5.0,1.0,0.0,8.0,8.0,5.0,6.0,SELANGOR,GOMBAK,LAW,No,Yes
U2022_1086,0.0,0.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,PULAU PINANG,BARAT DAYA,FCM,Yes,Yes
U2022_1087,0.0,8.0,6.0,2.0,8.0,8.0,0.0,8.0,8.0,8.0,SELANGOR,GOMBAK,IT,No,Yes
U2022_1088,8.0,0.0,0.0,1.0,5.0,8.0,3.0,6.0,1.0,0.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1089,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_109,1.0,8.0,6.0,8.0,4.0,3.0,3.0,8.0,1.0,8.0,PERAK,KINTA,FCA,Yes,Yes
U2022_1090,0.0,8.0,6.0,0.0,8.0,8.0,8.0,8.0,3.0,0.0,PULAU PINANG,TIMUR LAUT,ENGINEERING,Yes,Yes
U2022_1091,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,KUALA LUMPUR,KUALA LUMPUR,IT,Yes,Yes
U2022_1092,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,PERAK,KINTA,LAW,Yes,Yes
U2022_1093,0.0,8.0,6.0,0.0,0.0,8.0,3.0,7.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1094,0.0,6.0,0.0,1.0,2.0,2.0,8.0,6.0,0.0,0.0,SELANGOR,SABAK BERNAM,IT,No,Yes
U2022_1095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_1096,0.0,0.0,6.0,0.0,4.0,6.0,0.0,4.0,1.0,6.0,PAHANG,KUANTAN,MANAGEMENT,Yes,Yes
U2022_1097,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,JOHOR,JOHOR BAHARU,IT,Yes,Yes
U2022_1098,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,PAHANG,BENTONG,LAW,Yes,No
U2022_1099,0.0,0.0,6.0,1.0,0.0,0.0,1.0,7.0,0.0,6.0,KEDAH,KOTA SETAR,MANAGEMENT,Yes,Yes
U2022_11,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,8.0,KEDAH,KUBANG PASU,LAW,Yes,Yes
U2022_110,8.0,8.0,6.0,1.0,6.0,8.0,0.0,8.0,8.0,6.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1100,8.0,8.0,0.0,0.0,4.0,8.0,1.0,8.0,0.0,6.0,KEDAH,KULIM,IT,Yes,Yes
U2022_1101,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PAHANG,KUANTAN,MANAGEMENT,No,Yes
U2022_1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PULAU PINANG,SEBERANG PERAI TENGAH,LAW,Yes,Yes
U2022_111,8.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,JOHOR,KELUANG,IT,No,No
U2022_1111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MELAKA,ALOR GAJAH,IT,Yes,No
U2022_1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,KUALA LANGAT,IT,Yes,Yes
U2022_1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,MUAR,IT,Yes,Yes
U2022_1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,KLANG,LAW,Yes,No
U2022_1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,LAW,Yes,Yes
U2022_1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PERAK,KINTA,IT,No,Yes
U2022_1117,0.0,8.0,6.0,8.0,4.0,4.0,2.0,0.0,8.0,8.0,PERAK,KINTA,IT,Yes,Yes
U2022_1118,1.0,8.0,6.0,0.0,3.0,8.0,7.0,8.0,1.0,8.0,SELANGOR,KUALA LANGAT,FCM,Yes,Yes
U2022_1119,0.0,8.0,6.0,0.0,2.0,1.0,0.0,8.0,7.0,6.0,SELANGOR,PETALING,FCM,No,Yes
U2022_112,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,1.0,4.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,No
U2022_1120,7.0,8.0,6.0,1.0,0.0,0.0,0.0,6.0,1.0,6.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,Yes,Yes
U2022_1121,0.0,8.0,6.0,6.0,0.0,8.0,7.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1122,8.0,8.0,6.0,0.0,4.0,0.0,3.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,LAW,No,No
U2022_1123,8.0,8.0,6.0,0.0,8.0,5.0,1.0,8.0,8.0,6.0,PAHANG,KUANTAN,LAW,Yes,Yes
U2022_1124,8.0,8.0,0.0,1.0,5.0,8.0,7.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1125,8.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,MELAKA,MELAKA TENGAH,LAW,Yes,Yes
U2022_1126,8.0,8.0,6.0,1.0,5.0,2.0,0.0,8.0,2.0,3.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1127,8.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,ENGINEERING,No,Yes
U2022_1128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,FCM,No,Yes
U2022_113,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,NEGERI SEMBILAN,SEREMBAN,IT,No,No
U2022_1131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KELANTAN,TUMPAT,MANAGEMENT,Yes,Yes
U2022_1133,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1134,8.0,8.0,6.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,PULAU PINANG,SEBERANG PERAI UTARA,IT,Yes,Yes
U2022_1135,0.0,8.0,6.0,1.0,1.0,8.0,1.0,0.0,1.0,8.0,JOHOR,JOHOR BAHARU,LAW,Yes,No
U2022_1136,8.0,8.0,6.0,0.0,2.0,8.0,2.0,8.0,0.0,5.0,SELANGOR,GOMBAK,MANAGEMENT,Yes,Yes
U2022_1137,0.0,1.0,6.0,0.0,1.0,7.0,1.0,0.0,1.0,8.0,JOHOR,JOHOR BAHARU,LAW,Yes,No
U2022_1138,8.0,8.0,6.0,8.0,1.0,8.0,4.0,8.0,8.0,6.0,MELAKA,ALOR GAJAH,MANAGEMENT,No,Yes
U2022_1139,8.0,8.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_114,8.0,8.0,6.0,1.0,2.0,5.0,8.0,8.0,1.0,7.0,JOHOR,JOHOR BAHARU,ENGINEERING,Yes,Yes
U2022_1140,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1141,8.0,8.0,6.0,1.0,4.0,8.0,7.0,8.0,1.0,8.0,SELANGOR,HULU LANGAT,MANAGEMENT,No,Yes
U2022_1142,1.0,8.0,6.0,1.0,7.0,8.0,1.0,8.0,1.0,3.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1143,8.0,8.0,6.0,1.0,8.0,8.0,8.0,7.0,7.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1144,8.0,8.0,7.0,1.0,8.0,8.0,8.0,1.0,8.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_1145,1.0,8.0,6.0,8.0,8.0,1.0,8.0,7.0,8.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1146,8.0,8.0,6.0,1.0,8.0,8.0,5.0,8.0,0.0,3.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,No,No
U2022_1147,8.0,8.0,6.0,1.0,0.0,8.0,5.0,0.0,8.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1148,0.0,8.0,0.0,6.0,1.0,7.0,0.0,0.0,8.0,3.0,JOHOR,SEGAMAT,MANAGEMENT,,Yes
U2022_1149,8.0,8.0,6.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_115,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1150,8.0,8.0,6.0,8.0,8.0,8.0,0.0,8.0,0.0,6.0,SELANGOR,SEPANG,MANAGEMENT,No,Yes
U2022_1151,8.0,8.0,6.0,1.0,1.0,8.0,4.0,3.0,6.0,8.0,JOHOR,PONTIAN,MANAGEMENT,Yes,Yes
U2022_1152,0.0,8.0,6.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,SELANGOR,PETALING,ENGINEERING,Yes,Yes
U2022_1153,7.0,0.0,6.0,8.0,8.0,8.0,0.0,0.0,8.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1154,4.0,8.0,6.0,1.0,8.0,0.0,8.0,8.0,1.0,6.0,PUTRAJAYA,PUTRAJAYA,FCM,Yes,Yes
U2022_1155,0.0,0.0,6.0,0.0,5.0,3.0,1.0,0.0,0.0,2.0,JOHOR,KELUANG,MANAGEMENT,Yes,No_data
U2022_1156,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,GOMBAK,ENGINEERING,Yes,Yes
U2022_1157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PERAK,KINTA,FAC,Yes,Yes
U2022_1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGERI SEMBILAN,TAMPIN,MANAGEMENT,Yes,Yes
U2022_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,KELUANG,IT,Yes,Yes
U2022_116,8.0,8.0,6.0,1.0,5.0,8.0,5.0,8.0,4.0,6.0,SELANGOR,KLANG,MANAGEMENT,Yes,No_data
U2022_1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,SEPANG,FCM,Yes,Yes
U2022_117,8.0,0.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,No
U2022_1172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,No
U2022_1173,0.0,0.0,0.0,0.0,1.0,8.0,1.0,8.0,1.0,6.0,SELANGOR,HULU LANGAT,MANAGEMENT,No,Yes
U2022_1174,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1175,7.0,8.0,6.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,SELANGOR,KLANG,ENGINEERING,Yes,Yes
U2022_1176,8.0,8.0,6.0,6.0,8.0,0.0,0.0,8.0,0.0,6.0,SELANGOR,PETALING,MANAGEMENT,No,No_data
U2022_1177,8.0,0.0,6.0,8.0,8.0,8.0,5.0,8.0,0.0,7.0,SELANGOR,PETALING,FCM,Yes,Yes
U2022_1178,8.0,8.0,6.0,8.0,3.0,8.0,3.0,6.0,8.0,7.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,Yes,Yes
U2022_1179,8.0,8.0,8.0,0.0,0.0,8.0,8.0,4.0,1.0,6.0,SELANGOR,KUALA SELANGOR,LAW,Yes,Yes
U2022_118,8.0,8.0,0.0,8.0,0.0,8.0,3.0,0.0,6.0,5.0,JOHOR,BATU PAHAT,IT,Yes,No
U2022_1180,8.0,8.0,6.0,1.0,4.0,8.0,5.0,0.0,1.0,4.0,JOHOR,BATU PAHAT,IT,Yes,Yes
U2022_1181,8.0,0.0,6.0,1.0,6.0,2.0,0.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1182,8.0,8.0,8.0,0.0,6.0,8.0,6.0,8.0,2.0,7.0,JOHOR,KULAIJAYA,MANAGEMENT,Yes,Yes
U2022_1183,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_1184,8.0,8.0,6.0,8.0,8.0,8.0,4.0,8.0,3.0,6.0,MELAKA,MELAKA TENGAH,ENGINEERING,Yes,Yes
U2022_1185,8.0,8.0,6.0,0.0,1.0,8.0,0.0,8.0,1.0,3.0,KEDAH,KUALA MUDA,MANAGEMENT,No,Yes
U2022_1186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SARAWAK,KUCHING,LAW,Yes,Yes
U2022_1187,8.0,8.0,6.0,1.0,1.0,6.0,2.0,8.0,3.0,4.0,JOHOR,KELUANG,IT,Yes,Yes
U2022_1188,8.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,SELANGOR,HULU SELANGOR,FCM,Yes,Yes
U2022_1189,1.0,8.0,6.0,7.0,2.0,8.0,2.0,8.0,6.0,6.0,SELANGOR,SEPANG,MANAGEMENT,Yes,Yes
U2022_119,8.0,8.0,6.0,1.0,5.0,0.0,0.0,8.0,0.0,0.0,KEDAH,KUALA MUDA,MANAGEMENT,Yes,Yes
U2022_1190,1.0,8.0,6.0,1.0,1.0,8.0,8.0,8.0,1.0,6.0,SELANGOR,KLANG,LAW,Yes,Yes
