Index,Employed,Main_job_Title,Campus,Study_Program,Faculty_domain,Credit_transfer,T1_GPA,T2_GPA,T3_GPA,T4_GPA,T5_GPA,T6_GPA,T7_GPA,T8_GPA,T9_GPA,T10_GPA,T11_GPA,T12_GPA,Sponsor_category,Entry_eligibility,BM_Score,BI_Score,Muet_Score,Matematik,Sejarah,Matematik_Tambahan,Fizik,Kimia,Biologi,PENDIDIKAN_MORAL,Bahasa_Ci,Prinsip_Akaun,Sains,Permanent_address_state,Nationality,Race,Gender,Disability,Status,JS_Job_sector,JS_Job_sub_sector,Super_sector,major_minor
UG1204,Yes,Movie and Video Editor,CYBER,B.Mm. (Hons) (Ani & Vis Efcts),FCM,Yes,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,C,C,Band 3,D,B,no_data,no_data,no_data,no_data,no_data,no_data,no_data,B,SELANGOR,Malaysian,Malay,Male,No,Married,Arts/Media/Communications,Entertainment,4,1
UG1205,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,3.50-4.00,3.00-3.49,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1208,Yes,Mechanical Engineers,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,2.50-2.99,2.50-2.99,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Engineering,Mechanical,4,1
UG1209,Yes,Telecommunications Engineering Technology Technology,CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Malay,Female,No,Single,Computer/Information Technology,IT-Software,1,0
UG1210,Yes,Account Executive,MLAKA,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1213,Yes,Corporate Service Manager,CYBER,B.B.A. (Hons) (Mgmt. with MM.),MANAGEMENT,Yes,0-1.99,2.50-2.99,2.00-2.49,2.50-2.99,3.00-3.49,2.50-2.99,2.00-2.49,3.50-4.00,3.00-3.49,3.50-4.00,3.00-3.49,no_data,Self-sponsored,IPTS,A,A,Band 4,A,C,C,D,D,no_data,no_data,no_data,D,no_data,KUALA LUMPUR,Malaysian,Malay,Male,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
UG1214,Yes,Food Preparation Executive,CYBER,B.Comm.(Strategic Comm) (Hons),FAC,Yes,2.50-2.99,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,B,C,C,B,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Female,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
UG1215,Yes,"Mechanical Engineers, Instruments",MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,B,A,A,A,A,A,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Engineering,Mechanical,4,1
UG1216,Yes,Human Resource Executive,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 5,A,B,C,C,D,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Indian,Female,No,Single,Admin/Human Resources,Human Resources,3,0
UG1217,Yes,Bank Officer Executive,CYBER,B.Fin. (Hons),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,2.50-2.99,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,B,B,B,C,C,B,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Banking/Financial,2,0
UG1218,Yes,Factory Office Clerk,MLAKA,B.B.K.M. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,C,A,D,C,D,D,A,B,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1219,Yes,Merchandising Executive,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,no_data,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,A,no_data,no_data,no_data,no_data,no_data,B,no_data,A,JOHOR,Malaysian,Chinese,Female,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
UG1220,Yes,"buyers, withdrawal purchase",MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,no_data,3.00-3.49,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,C,B,D,no_data,D,D,no_data,B,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Sales/Marketing,Sales,3,0
UG1221,Yes,Application programmers,CYBER,B.C.S (Hons) Data Science,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG1224,Yes,Movie and Video Editor,CYBER,B.MM. (Hons) (Interface Dsgn),FCM,No,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,3.00-3.49,2.50-2.99,no_data,3.00-3.49,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SABAH,Malaysian,Others Malaysian,Male,No,Single,Arts/Media/Communications,Entertainment,4,1
UG1226,Yes,Human Resource Executive,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,No,3.00-3.49,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,no_data,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,C,B,D,D,D,no_data,A,no_data,C,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Human Resources,3,0
UG1227,Yes,Mechanical Engineering Technology expert,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Engineering,Mechanical,4,1
UG1229,Yes,Human Resources Assistant,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,No,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,A,B,B,C,A,A,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Human Resources,3,0
UG1230,Yes,Administrative Officer,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,C,D,no_data,no_data,no_data,no_data,B,A,C,JOHOR,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1231,Yes,Engineers,MLAKA,B.I.T. (Hons) (D.C.N.),IT,Yes,2.50-2.99,2.00-2.49,2.00-2.49,0-1.99,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
UG1232,Yes,Project Engineers,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,A,A,A,A,A,B,no_data,no_data,PAHANG,Malaysian,Chinese,Male,No,Other,Computer/Information Technology,IT-Software,1,0
UG1233,Yes,Tax Agent,MLAKA,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,B,C,D,no_data,no_data,no_data,C,B,A,C,JOHOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG1234,Yes,Assistant Accountant,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1235,Yes,Financial Executive,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,No,3.50-4.00,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,2.50-2.99,no_data,3.00-3.49,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,C,D,no_data,no_data,no_data,no_data,D,B,no_data,D,MELAKA,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Corporate Finance/Investment,2,0
UG1238,Yes,Bank Officer Executive,CYBER,B.Fin. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Accounting/Finance,Banking/Financial,2,0
UG1239,Yes,Account Assistant,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,Yes,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,A,A,no_data,no_data,no_data,no_data,B,A,A,JOHOR,Malaysian,Chinese,Male,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1240,Yes,Tax Officer Assistant,MLAKA,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG1243,Yes,Software Analyst,MLAKA,B.I.T. (Hons) (Security Tech.),IT,Yes,2.50-2.99,no_data,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG1244,Yes,Mechanical Engineering Technology expert,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Engineering,Mechanical,4,1
UG1246,Yes,Auditor Assistant,MLAKA,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Arts/Media/Communications,Communication and Public Relations,5,1
UG1248,Yes,Auditing Accountants,MLAKA,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG1249,Yes,Retail Executive,MLAKA,B.B.A. (Hons) (Mktg. Mgmt.),MANAGEMENT,No,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,no_data,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,B,B,D,no_data,no_data,no_data,B,C,B,B,MELAKA,Malaysian,Chinese,Male,No,Married,Sales/Marketing,Sales,3,0
UG1250,Yes,Asset Management Executive,MLAKA,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,B,B,no_data,no_data,no_data,B,B,A,B,MELAKA,Malaysian,Chinese,Female,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
UG1251,Yes,Telecommunications Engineering Technology Technology,CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PERAK,Malaysian,Others Malaysian,Female,No,Single,Computer/Information Technology,IT-Software,1,0
UG1252,Yes,Accountants,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,Loan,Diploma,D,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1253,Yes,Operations Executive,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1254,Yes,Engineering Technicians,CYBER,B.E. (Hons) (Electronics-Nano),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KUALA LUMPUR,Malaysian,Chinese,Male,No,Single,Manufacturing,Manufacturing,5,1
UG1256,Yes,Customer Service Executive,MLAKA,B.I.T. (Hons) (Security Tech.),IT,No,3.00-3.49,no_data,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,2.50-2.99,no_data,3.00-3.49,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Services,Customer Service,3,0
UG1257,Yes,Human Resource Clerk,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,No,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,no_data,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,C,B,no_data,no_data,no_data,no_data,C,A,A,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1258,Yes,Auditors,CYBER,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG1259,Yes,"buyers, withdrawal purchase",MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,C,B,no_data,no_data,no_data,no_data,no_data,B,B,B,JOHOR,Malaysian,Others Malaysian,Female,No,Single,Sales/Marketing,Sales,3,0
UG1260,Yes,Policy Executive,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,No,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,no_data,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,A,no_data,no_data,no_data,A,B,A,A,MELAKA,Malaysian,Chinese,Male,No,Other,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1262,Yes,Auditors,MLAKA,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG1263,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,2.00-2.49,3.00-3.49,2.50-2.99,2.50-2.99,2.50-2.99,2.00-2.49,2.00-2.49,2.50-2.99,no_data,2.00-2.49,2.00-2.49,3.50-4.00,Self-sponsored,IPTS,B,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PULAU PINANG,Malaysian,Indian,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG1265,Yes,Professional Trainers,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,3.00-3.49,2.50-2.99,3.00-3.49,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KEDAH,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,4,1
UG1266,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,2.00-2.49,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.50-4.00,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Malay,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1267,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,2.00-2.49,2.00-2.49,2.00-2.49,2.00-2.49,no_data,2.00-2.49,2.00-2.49,3.00-3.49,Self-sponsored,IPTS,A,A,Band 4,A,B,C,D,C,B,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1268,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,2.00-2.49,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.00-3.49,Loan,IPTS,B,B,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PULAU PINANG,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1269,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,3.00-3.49,3.00-3.49,3.00-3.49,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1270,Yes,Professional Trainers,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,2.50-2.99,3.00-3.49,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Female,No,Single,Services,Lawyer/Legal Asst,4,1
UG1271,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,2.50-2.99,2.50-2.99,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KUALA LUMPUR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1272,Yes,Engineers,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Chinese,Female,No,Single,Engineering,Mechanical,4,1
UG1273,Yes,Civil Engineering Technology Members,CYBER,B.I.T. (Hons) (Info. Sys.),IT,Yes,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,C,Band 4,A,B,B,C,D,no_data,no_data,no_data,C,no_data,SELANGOR,Malaysian,Malay,Female,No,Single,Others,Others,5,1
UG1274,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,2.00-2.49,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,2.50-2.99,2.00-2.49,2.00-2.49,no_data,2.00-2.49,2.00-2.49,3.00-3.49,Loan,IPTS,A,B,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG1275,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,2.00-2.49,2.00-2.49,2.50-2.99,3.00-3.49,2.00-2.49,2.00-2.49,no_data,2.50-2.99,2.00-2.49,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KUALA LUMPUR,Malaysian,Indian,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1276,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.50-4.00,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,3.00-3.49,no_data,2.50-2.99,2.00-2.49,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1278,Yes,Professional Trainers,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,no_data,3.00-3.49,3.50-4.00,3.50-4.00,Loan,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PULAU PINANG,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,4,1
UG1279,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,2.00-2.49,2.50-2.99,2.50-2.99,2.00-2.49,2.00-2.49,2.00-2.49,2.00-2.49,2.00-2.49,no_data,2.00-2.49,2.50-2.99,3.00-3.49,Self-sponsored,IPTS,B,A,Band 4,B,B,D,C,C,C,A,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG1280,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,3.00-3.49,2.50-2.99,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG1281,Yes,Electronic Engineering Technology expert,MLAKA,B.E. (Hons) (Robo. & Auto.),ENGINEERING,No,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Indian,Male,No,Single,Engineering,Electrical and Electronics,4,1
UG1282,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SABAH,Malaysian,Others Malaysian,Female,No,Single,Services,Lawyer/Legal Asst,3,0
