Index,Employed,Main_job_Title,Campus,Study_Program,Faculty_domain,Credit_transfer,T1_GPA,T2_GPA,T3_GPA,T4_GPA,T5_GPA,T6_GPA,T7_GPA,T8_GPA,T9_GPA,T10_GPA,T11_GPA,T12_GPA,Sponsor_category,Entry_eligibility,BM_Score,BI_Score,Muet_Score,Matematik,Sejarah,Matematik_Tambahan,Fizik,Kimia,Biologi,PENDIDIKAN_MORAL,Bahasa_Ci,Prinsip_Akaun,Sains,Permanent_address_state,Nationality,Race,Gender,Disability,Status,JS_Job_sector,JS_Job_sub_sector,Super_sector,major_minor
U2022_1,Yes,Lawyer,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,no_data,3.00-3.49,2.50-2.99,3.50-4.00,Loan,IPTS,A,A,Band 4,A,A,A,no_data,no_data,no_data,A,no_data,no_data,A,SARAWAK,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_2,Yes,Human Resources Executive,CYBER,B. B. Mgt. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,Diploma,A,B,Band 3,A,A,B,B,B,A,A,no_data,no_data,no_data,KELANTAN,Malaysian,Malay,Female,No,Single,Admin/Human Resources,Human Resources,3,0
U2022_4,Yes,Assistant Counsel,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.50-4.00,Loan,IPTS,A,A,Band 4,A,B,A,B,B,C,A,A,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Other,Services,Lawyer/Legal Asst,3,0
U2022_5,Yes,Lawyer,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,3.00-3.49,3.50-4.00,2.50-2.99,2.50-2.99,no_data,2.50-2.99,2.00-2.49,3.50-4.00,Loan,IPTS,A,A,Band 4,A,A,C,C,C,B,A,no_data,no_data,no_data,MELAKA,Malaysian,Indian,Male,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_6,Yes,Assistant Counsel,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,no_data,3.00-3.49,3.00-3.49,3.50-4.00,Loan,STPM,B,B,Band 4,A,A,no_data,no_data,no_data,no_data,A,B,A,A,PERAK,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_7,Yes,Lawyer,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.50-4.00,Loan,IPTS,C,A,Band 4,A,B,no_data,no_data,no_data,no_data,A,C,A,A,MELAKA,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_8,Yes,Assistant Counsel,MLAKA,L.L.B. (Hons),LAW,No,2.00-2.49,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,2.50-2.99,no_data,2.00-2.49,2.50-2.99,3.00-3.49,Loan,STPM,A,A,Band 4,A,A,B,A,A,B,A,B,A,no_data,KUALA LUMPUR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_9,Yes,Assistant Counsel,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.50-4.00,Loan,STPM,A,A,Band 5,A,A,A,A,A,A,A,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Indian,Male,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_11,Yes,Assistant Counsel,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,no_data,2.50-2.99,2.00-2.49,3.50-4.00,Loan,IPTS,A,A,Band 5,B,A,C,B,D,B,no_data,no_data,no_data,no_data,KEDAH,Malaysian,Malay,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_12,Yes,Professional Trainer,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,3.00-3.49,2.50-2.99,3.00-3.49,Loan,IPTS,B,A,Band 4,A,A,C,B,no_data,B,no_data,B,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,4,1
U2022_13,Yes,Assistant Counsel,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.00-3.49,Loan,IPTS,A,A,Band 4,A,A,C,B,B,B,A,C,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_14,Yes,Office General Clerk ,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.00-3.49,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PULAU PINANG,Malaysian,Indian,Male,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_16,Yes,Lawyer,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,no_data,3.00-3.49,2.50-2.99,3.50-4.00,Scholarship,IPTS,A,A,Band 4,A,A,A,A,A,A,A,A,A,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_17,Yes,Assistant Counsel,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,3.50-4.00,2.50-2.99,2.00-2.49,no_data,2.50-2.99,2.50-2.99,2.50-2.99,Self-sponsored,IPTS,A,A,Band 4,A,A,A,B,B,B,B,A,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_18,Yes,Lawyer,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.00-2.49,no_data,2.50-2.99,2.00-2.49,3.50-4.00,Loan,IPTS,B,A,Band 4,A,B,B,C,D,no_data,B,no_data,no_data,no_data,PAHANG,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_19,Yes,Sales Promoter,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,2.50-2.99,2.50-2.99,2.50-2.99,Loan,STPM,B,B,Band 4,D,A,D,C,D,C,A,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_20,Yes,Professional Trainer,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.00-3.49,3.00-3.49,Loan,IPTS,A,A,Band 5,A,A,A,A,A,A,A,B,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,4,1
U2022_21,Yes,Office boy,MLAKA,B.B.A. (Hons) (Mktg. Mgmt.),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,A,B,Band 4,A,A,B,no_data,no_data,no_data,A,B,A,A,JOHOR,Malaysian,Chinese,Female,No,Single,Others,Others,5,1
U2022_24,Yes,Electronic Engineer,CYBER,B.E. (Hons) (Electronics),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.00-3.49,Loan,IPTS,C,A,Band 4,A,A,A,A,A,A,A,B,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Engineering,Electrical and Electronics,4,1
U2022_25,Yes,DevOps Engineer,MLAKA,B.I.T. (Hons) (Security Tech.),IT,No,3.00-3.49,3.00-3.49,no_data,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Loan,IPTS,D,D,Band 3,C,D,no_data,no_data,no_data,no_data,D,B,C,D,JOHOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_26,Yes,University Research Assistant,CYBER,B.C.S (Hons) Data Science,IT,No,3.00-3.49,2.50-2.99,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,A,A,A,A,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Education/Training,Education,4,1
U2022_27,Yes,Environmental Engineer ,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,Yes,2.50-2.99,0-1.99,2.00-2.49,0-1.99,2.00-2.49,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,3.00-3.49,no_data,Loan,Diploma,A,B,Band 4,A,B,B,B,C,B,A,C,no_data,no_data,SARAWAK,Malaysian,Chinese,Male,No,Single,Engineering,Other Engineering,4,1
U2022_28,Yes,Administrative and Accounting Clerk,CYBER,B.C.S (Hons) Data Science,IT,No,2.50-2.99,2.00-2.49,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,Loan,IPTS,B,A,Band 4,A,B,D,B,B,B,B,B,no_data,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_29,Yes,Analyst,CYBER,B.Fin. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,C,Band 3,C,D,no_data,no_data,no_data,no_data,C,B,no_data,D,SELANGOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Banking/Financial,2,0
U2022_30,Yes,Women's Hijab Maker,MLAKA,B.I.T. (Hons) (B.I. Analytics),IT,Yes,no_data,0-1.99,2.00-2.49,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,no_data,no_data,no_data,Self-sponsored,Diploma,B,C,Band 3,B,C,D,D,D,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Malay,Female,No,Single,Others,Others,5,1
U2022_31,Yes,Purchasing Executive,CYBER,B. B. Mgt. (Hons),MANAGEMENT,No,2.00-2.49,2.00-2.49,2.00-2.49,0-1.99,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,no_data,Loan,IPTS,B,B,Band 4,A,A,C,B,C,C,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Other,Sales/Marketing,Marketing/Business Dev,3,0
U2022_33,Yes,Sales and Marketing Executive,MLAKA,B.B.A. (Hons) (Mktg. Mgmt.),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,A,no_data,no_data,no_data,A,A,A,B,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
U2022_34,Yes,Surface Mount Technology Operator(SMT),MLAKA,B.C.S. (Hons) (A.I.),IT,Yes,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,A,B,Band 3,A,A,A,B,B,C,B,B,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Hardware,5,1
U2022_35,Yes,Executive Bank Employee,CYBER,B.Comm.(Strategic Comm) (Hons),FAC,No,2.50-2.99,2.50-2.99,3.50-4.00,3.00-3.49,3.50-4.00,no_data,3.50-4.00,2.50-2.99,3.00-3.49,no_data,no_data,no_data,Self-sponsored,STPM,C,B,Band 4,D,C,D,no_data,no_data,no_data,A,no_data,C,B,PULAU PINANG,Malaysian,Indian,Female,No,Single,Accounting/Finance,Banking/Financial,2,0
U2022_36,Yes,SQL Database Accounting Department (Structured Query Language),CYBER,B.C.S (Hons) Data Science,IT,No,0-1.99,3.00-3.49,2.00-2.49,2.00-2.49,3.00-3.49,2.00-2.49,0-1.99,3.50-4.00,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,Loan,IPTS,C,B,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KUALA LUMPUR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
U2022_37,Yes,Investment Broker,CYBER,B.E. (Hons) (Electrical),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 3,C,A,D,B,C,C,no_data,no_data,no_data,no_data,TRENGGANU,Malaysian,Malay,Male,No,Single,Accounting/Finance,Corporate Finance/Investment,2,0
U2022_38,Yes,Lawyer,MLAKA,L.L.B. (Hons),LAW,No,2.00-2.49,3.00-3.49,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,2.50-2.99,no_data,2.00-2.49,2.00-2.49,2.50-2.99,Loan,IPTS,B,A,Band 4,A,B,D,C,C,C,B,no_data,no_data,no_data,PERAK,Malaysian,Indian,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_39,Yes,Social Media Marketing Executive,CYBER,B.B.A. (Hons) (Mktg. with MM.),MANAGEMENT,No,3.00-3.49,2.50-2.99,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,Self-sponsored,IPTS,B,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Malay,Male,No,Single,Sales/Marketing,Digital Marketing,3,0
U2022_40,Yes,Assistant Solicitor,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,no_data,2.50-2.99,2.50-2.99,3.50-4.00,Loan,IPTS,A,A,Band 4,A,A,B,B,B,B,A,A,no_data,no_data,SARAWAK,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_41,Yes,Human Resources Assistant,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,no_data,no_data,no_data,no_data,no_data,no_data,no_data,A,SELANGOR,Malaysian,Malay,Female,No,Single,Admin/Human Resources,Human Resources,3,0
U2022_43,Yes,Technician Assistant,CYBER,B.C.S (Hons) Data Science,IT,No,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,no_data,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,C,Band 3,A,C,B,no_data,no_data,no_data,A,no_data,A,A,SELANGOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Hardware,1,0
U2022_45,Yes,Engineer,CYBER,B.E. (Hons) (Electronics),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Scholarship,IPTS,A,A,Band 4,A,A,A,A,A,A,A,A,no_data,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Engineering,Electrical and Electronics,4,1
U2022_46,Yes,Mechanical Engineer,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Loan,IPTS,B,B,Band 3,A,A,A,A,A,no_data,A,C,A,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Engineering,Mechanical,4,1
U2022_47,Yes,3D Generalist,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,Yes,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,A,C,Band 3,A,A,no_data,no_data,no_data,no_data,B,B,A,A,JOHOR,Malaysian,Chinese,Female,No,Single,Arts/Media/Communications,Arts/Creative Design,4,1
U2022_48,Yes,Programme Manager,MLAKA,B.I.T. (Hons) (A.l.),IT,Yes,2.50-2.99,2.00-2.49,no_data,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Loan,Diploma,C,B,Band 4,A,B,C,no_data,no_data,no_data,B,C,A,A,JOHOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_49,Yes,Civil Counsel,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,no_data,3.00-3.49,3.00-3.49,3.50-4.00,Loan,IPTS,B,A,Band 4,A,A,A,B,A,A,A,A,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
U2022_51,Yes,Software Engineer,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PERAK,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_53,Yes,Professional Trainer,CYBER,B.Comm.(Strategic Comm) (Hons),FAC,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,B,A,Band 4,A,B,B,C,D,no_data,no_data,no_data,no_data,no_data,PUTRAJAYA,Malaysian,Malay,Female,No,Single,Education/Training,Training & Dev.,4,1
U2022_54,Yes,Software Engineer,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,B,A,A,B,no_data,A,no_data,A,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_55,Yes,Cloud Experts,MLAKA,B.C.S. (Hons) (A.I.),IT,No,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,C,C,Band 3,A,B,A,C,B,no_data,B,B,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_56,Yes,DevOps Engineer,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,B,B,A,A,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Others Malaysian,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_57,Yes,Account Executive,CYBER,B.Acc. (Hons),MANAGEMENT,No,2.50-2.99,2.50-2.99,3.50-4.00,2.50-2.99,2.50-2.99,3.50-4.00,3.50-4.00,3.00-3.49,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Loan,IPTS,A,A,Band 4,A,A,C,A,B,A,A,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
U2022_58,Yes,Web Application Builder,MLAKA,B.I.T. (Hons) (Security Tech.),IT,No,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,B,Band 4,A,C,C,C,D,no_data,A,B,A,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_59,Yes,Sales Promoter,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,2.00-2.49,0-1.99,3.50-4.00,3.00-3.49,3.50-4.00,no_data,3.00-3.49,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Self-sponsored,Diploma,B,A,Band 3,A,B,D,C,D,D,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Sales/Marketing,Sales,3,0
U2022_60,Yes,Public Relations Executive,CYBER,B.Comm.(Strategic Comm) (Hons),FAC,No,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,A,Band 4,C,C,D,D,D,C,A,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Female,No,Single,Admin/Human Resources,Human Resources,3,0
U2022_61,Yes,Sales Promoter,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,B,C,Band 4,B,A,no_data,no_data,no_data,no_data,A,no_data,A,A,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Sales/Marketing,Sales,3,0
U2022_62,Yes,Family Service Employees,MLAKA,B.C.S. (Hons) (A.I.),IT,Yes,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,C,D,Band 3,A,D,no_data,no_data,no_data,no_data,B,C,no_data,B,MELAKA,Malaysian,Chinese,Male,No,Single,Others,Others,5,1
U2022_63,Yes,"Computer Engineer,Software",CYBER,B.C.S (Hons) Software Eng.,IT,No,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,A,A,B,B,A,A,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Other,Computer/Information Technology,IT-Software,1,0
U2022_65,Yes,Computer Science Expert,MLAKA,B.I.T. (Hons) (Security Tech.),IT,Yes,2.00-2.49,3.00-3.49,3.50-4.00,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,Self-sponsored,Diploma,C,B,Band 4,B,A,D,C,D,C,no_data,no_data,no_data,no_data,TRENGGANU,Malaysian,Malay,Female,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_66,Yes,Administrative Assistant,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,Yes,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,B,C,Band 3,A,B,D,no_data,no_data,no_data,B,B,B,A,JOHOR,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_67,Yes,Office General Clerk ,MLAKA,B.B.A. (Hons) (Mktg. Mgmt.),MANAGEMENT,Yes,3.50-4.00,3.00-3.49,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,Diploma,C,B,Band 4,D,D,D,D,D,D,B,B,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_68,Yes,Environmental Engineer ,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,Yes,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,C,C,Band 3,B,C,C,C,D,C,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Engineering,Other Engineering,4,1
U2022_69,Yes,Assistant Auditor ,CYBER,B.Fin.Eng. (Hons),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,Loan,IPTS,B,C,Band 3,A,D,C,D,D,no_data,B,B,no_data,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
U2022_70,Yes,Production Planning Executive,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,Yes,2.50-2.99,3.00-3.49,3.00-3.49,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,D,C,Band 3,A,D,C,C,D,no_data,A,C,C,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_71,Yes,Analyst,MLAKA,B.I.T. (Hons) (B.I. Analytics),IT,No,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 5,A,A,A,A,A,B,no_data,no_data,no_data,no_data,PULAU PINANG,Malaysian,Malay,Female,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_73,Yes,Car Salesman,CYBER,B.E. (Hons) (Electronics-Comp),ENGINEERING,No,3.50-4.00,3.50-4.00,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,2.00-2.49,3.00-3.49,no_data,3.50-4.00,3.00-3.49,Loan,IPTS,D,C,Band 3,A,B,A,B,B,no_data,C,B,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
