Index,Employed,Main_job_Title,Campus,Study_Program,Faculty_domain,Credit_transfer,T1_GPA,T2_GPA,T3_GPA,T4_GPA,T5_GPA,T6_GPA,T7_GPA,T8_GPA,T9_GPA,T10_GPA,T11_GPA,T12_GPA,Sponsor_category,Entry_eligibility,BM_Score,BI_Score,Muet_Score,Matematik,Sejarah,Matematik_Tambahan,Fizik,Kimia,Biologi,PENDIDIKAN_MORAL,Bahasa_Ci,Prinsip_Akaun,Sains,Permanent_address_state,Nationality,Race,Gender,Disability,Status,JS_Job_sector,JS_Job_sub_sector,Super_sector,major_minor
U2022_343,Yes,Web Application Builder,CYBER,B.C.S (Hons) Data Science,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,B,A,A,A,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_344,Yes,Project Manager,CYBER,B.MM. (Hons) (Adv. Design),FCM,No,3.00-3.49,2.00-2.49,2.50-2.99,no_data,2.50-2.99,2.50-2.99,no_data,3.00-3.49,3.50-4.00,no_data,3.00-3.49,no_data,Self-sponsored,IPTS,D,B,Band 4,A,B,B,no_data,no_data,no_data,B,B,D,C,JOHOR,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Top Management,3,0
U2022_345,Yes,Software Engineer,MLAKA,B.I.T. (Hons) (Security Tech.),IT,No,2.50-2.99,3.00-3.49,no_data,3.00-3.49,3.50-4.00,2.00-2.49,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Loan,IPTS,B,B,Band 4,A,B,B,C,C,no_data,A,C,A,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_347,Yes,Computer Science Expert,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.50-4.00,3.00-3.49,2.50-2.99,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,2.50-2.99,no_data,no_data,no_data,Loan,IPTS,B,A,Band 4,A,C,A,B,C,D,D,B,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Other,Computer/Information Technology,IT-Software,1,0
U2022_348,Yes,Computer Engineer,CYBER,B.I.T. (Hons) (Info. Sys.),IT,Yes,2.50-2.99,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,no_data,no_data,no_data,no_data,no_data,Self-sponsored,Diploma,B,B,Band 3,C,A,no_data,no_data,no_data,no_data,no_data,no_data,C,A,SELANGOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_351,Yes,Research and Information Analyst,MLAKA,B.C.S. (Hons) (A.I.),IT,Yes,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.00-3.49,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,B,A,Band 4,A,A,A,A,A,no_data,B,B,A,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_352,Yes,Videographer,CYBER,B. Cine. Arts (Hons),FCA,No,3.00-3.49,3.00-3.49,3.50-4.00,2.50-2.99,3.00-3.49,3.00-3.49,no_data,3.00-3.49,3.00-3.49,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Arts/Media/Communications,Entertainment,4,1
U2022_354,Yes,Auditing Accountant,MLAKA,B.Acc. (Hons),MANAGEMENT,No,2.50-2.99,3.00-3.49,2.50-2.99,2.00-2.49,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,3.50-4.00,no_data,3.50-4.00,3.50-4.00,Loan,IPTS,C,C,Band 3,A,C,B,no_data,no_data,no_data,B,B,A,B,MELAKA,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
U2022_355,Yes,Information Technology Executive,MLAKA,B.C.S. (Hons) (A.I.),IT,Yes,no_data,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,C,D,Band 3,B,C,C,D,D,D,B,C,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_356,Yes,Telecommunications Engineering Technologist,MLAKA,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Scholarship,IPTS,B,A,Band 4,A,A,A,A,A,A,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
U2022_357,Yes,Data Analyst,MLAKA,B.C.S. (Hons) (A.I.),IT,No,no_data,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,B,A,Band 4,A,B,A,B,C,C,B,B,no_data,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_358,Yes,Executive Assistant (Information Technology) Grade 3,CYBER,B.C.S (Hons) Data Science,IT,Yes,0-1.99,2.50-2.99,2.00-2.49,0-1.99,2.00-2.49,2.50-2.99,2.00-2.49,no_data,0-1.99,2.50-2.99,no_data,no_data,Loan,Diploma,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,3,0
U2022_359,Yes,Product Quality Assurance Engineer(Information Technology),MLAKA,B.E. (Hons) (Electronics Tele),ENGINEERING,No,2.50-2.99,2.50-2.99,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.00-3.49,Scholarship,IPTS,A,A,Band 4,A,A,C,A,C,B,no_data,no_data,no_data,no_data,KEDAH,Malaysian,Malay,Female,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_361,Yes,Human Resources Assistant,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,Yes,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.00-3.49,no_data,Loan,Diploma,A,A,Band 4,C,C,no_data,no_data,no_data,no_data,no_data,no_data,no_data,B,NEGERI SEMBILAN,Malaysian,Malay,Female,No,Single,Admin/Human Resources,Human Resources,3,0
U2022_362,Yes,Bank Accounting Analyst,CYBER,B.Acc. (Hons),MANAGEMENT,No,2.50-2.99,0-1.99,3.00-3.49,2.50-2.99,2.00-2.49,3.50-4.00,2.50-2.99,3.00-3.49,no_data,3.50-4.00,3.00-3.49,3.00-3.49,Loan,IPTS,C,B,Band 5,A,B,D,C,D,D,B,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Female,No,Single,Accounting/Finance,Banking/Financial,2,0
U2022_364,Yes,Software Developer,MLAKA,B.I.T. (Hons) (Security Tech.),IT,No,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.00-3.49,no_data,no_data,no_data,Loan,IPTS,B,A,Band 3,A,B,C,B,C,D,A,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Other,Computer/Information Technology,IT-Software,1,0
U2022_365,Yes,Commodity Broker,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 5,A,B,A,B,A,C,A,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Accounting/Finance,Banking/Financial,2,0
U2022_366,Yes,Service Center Attendant,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,B,Band 3,A,A,C,no_data,no_data,no_data,A,B,A,A,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Services,Customer Service,3,0
U2022_367,Yes,Data Analyst,MLAKA,B.I.T. (Hons) (B.I. Analytics),IT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Indian,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_368,Yes,Gardener,MLAKA,B.I.T. (Hons) (Security Tech.),IT,Yes,0-1.99,2.00-2.49,3.00-3.49,2.00-2.49,3.50-4.00,2.50-2.99,3.50-4.00,3.00-3.49,2.50-2.99,no_data,no_data,no_data,Self-sponsored,IPTS,C,D,Band 3,A,B,C,no_data,no_data,no_data,no_data,B,no_data,A,JOHOR,Malaysian,Chinese,Male,No,Single,Others,Others,5,1
U2022_370,Yes,Account Clerk,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,no_data,3.00-3.49,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,B,Band 3,A,A,B,B,B,no_data,A,B,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_371,Yes,Human Resources Executive,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,No,3.50-4.00,3.00-3.49,2.50-2.99,3.50-4.00,3.00-3.49,3.50-4.00,no_data,3.00-3.49,3.00-3.49,no_data,no_data,no_data,Loan,IPTS,C,B,Band 3,A,B,B,B,C,C,A,C,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Human Resources,3,0
U2022_372,Yes,Language Teacher,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,C,Band 4,A,B,no_data,no_data,no_data,no_data,A,C,A,B,JOHOR,Malaysian,Chinese,Female,No,Single,Education/Training,Education,4,1
U2022_373,Yes,Data Analyst,MLAKA,B.I.T. (Hons) (A.l.),IT,No,no_data,3.50-4.00,3.50-4.00,2.00-2.49,3.00-3.49,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,A,B,Band 4,A,B,C,B,C,no_data,no_data,no_data,A,no_data,JOHOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_374,Yes,Audit Clerk,CYBER,B.MM. (Hons) (Media Arts),FCM,Yes,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,D,D,Band 4,C,D,no_data,no_data,no_data,no_data,no_data,no_data,no_data,A,SELANGOR,Malaysian,Malay,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_375,Yes,Customer Service Executive,CYBER,B.Fin. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,B,B,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PUTRAJAYA,Malaysian,Malay,Male,No,Single,Services,Customer Service,3,0
U2022_377,Yes,Management Executive,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Male,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
U2022_379,Yes,Computer Auditor,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.00-2.49,2.00-2.49,2.00-2.49,2.00-2.49,2.00-2.49,3.00-3.49,3.50-4.00,2.00-2.49,no_data,3.50-4.00,3.00-3.49,no_data,Loan,Diploma,C,D,Band 3,A,D,B,no_data,no_data,no_data,no_data,C,A,B,JOHOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
U2022_381,Yes,Sales Executive,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,C,C,Band 3,B,C,no_data,no_data,no_data,no_data,C,C,D,B,MELAKA,Malaysian,Chinese,Female,No,Single,Sales/Marketing,Sales,3,0
U2022_382,Yes,Assistant Auditor ,MLAKA,B.Acc. (Hons),MANAGEMENT,No,2.00-2.49,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,3.50-4.00,3.50-4.00,Loan,IPTS,B,A,Band 3,A,A,C,no_data,no_data,no_data,B,B,A,A,JOHOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
U2022_383,Yes,Clerk Bill,CYBER,B.E. (Hons) (Electronics-Comp),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_385,Yes,Business Executive,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,2.50-2.99,2.00-2.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,D,C,Band 3,C,C,no_data,no_data,no_data,no_data,C,C,no_data,C,MELAKA,Malaysian,Chinese,Female,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
U2022_386,Yes,Accountant,CYBER,B.Fin. (Hons),MANAGEMENT,Yes,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,Self-sponsored,Diploma,B,D,Band 3,B,B,D,no_data,no_data,no_data,no_data,no_data,D,B,SELANGOR,Malaysian,Malay,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
U2022_389,Yes,Transportation Manager,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Male,No,Married,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_390,Yes,Telecommunications Engineering Technologist,MLAKA,B.I.T. (Hons) (A.l.),IT,No,3.50-4.00,3.50-4.00,no_data,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,B,A,Band 4,A,B,A,B,B,no_data,B,B,no_data,no_data,PULAU PINANG,Malaysian,Chinese,Male,No,Other,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
U2022_391,Yes,Clerk Bill,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,A,no_data,no_data,no_data,A,A,A,A,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_392,Yes,Mobile App Builder,MLAKA,B.I.T. (Hons) (Security Tech.),IT,No,no_data,3.00-3.49,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,C,C,Band 3,A,C,C,C,D,C,C,no_data,no_data,no_data,SARAWAK,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_393,Yes,Data Analyst,CYBER,B.C.S (Hons) Data Science,IT,No,2.50-2.99,3.00-3.49,2.50-2.99,2.00-2.49,3.50-4.00,3.00-3.49,2.50-2.99,no_data,3.50-4.00,no_data,3.50-4.00,no_data,Loan,IPTS,B,A,Band 4,A,B,C,B,D,C,A,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_395,Yes,Administrative Assistant,CYBER,B.C.S (Hons) Data Science,IT,No,2.00-2.49,3.50-4.00,2.50-2.99,2.50-2.99,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,2.50-2.99,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,C,B,B,B,A,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_396,Yes,Application Assurance Engineer (Information Technology),CYBER,B.C.S (Hons) Data Science,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,A,B,A,A,B,no_data,A,A,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_397,Yes,Electronic Engineering Technologist,CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,B,C,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PULAU PINANG,Malaysian,Indian,Male,No,Single,Engineering,Electrical and Electronics,4,1
U2022_398,Yes,Administrative Assistant Computer Technician,MLAKA,B.I.T. (Hons) (A.l.),IT,Yes,2.50-2.99,2.50-2.99,no_data,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Loan,Diploma,C,B,Band 4,A,A,D,no_data,no_data,no_data,A,C,no_data,A,JOHOR,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_400,Yes,Production Crew,CYBER,B. Cine. Arts (Hons),FCA,No,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,2.00-2.49,no_data,no_data,no_data,Scholarship,IPTS,B,A,Band 4,A,B,no_data,no_data,no_data,no_data,B,no_data,B,B,JOHOR,Malaysian,Indian,Male,No,Single,Arts/Media/Communications,Entertainment,5,1
U2022_401,Yes,Lubrication Engineer,MLAKA,B.I.T. (Hons) (A.l.),IT,Yes,no_data,2.50-2.99,2.00-2.49,2.00-2.49,0-1.99,2.00-2.49,3.00-3.49,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Loan,Diploma,C,D,Band 3,C,B,D,C,D,C,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Engineering,Other Engineering,4,1
U2022_402,Yes,Accountant,CYBER,B.Acc. (Hons),MANAGEMENT,No,3.00-3.49,2.50-2.99,3.50-4.00,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Loan,IPTS,B,A,Band 3,A,B,B,B,B,C,B,no_data,no_data,no_data,PERAK,Malaysian,Indian,Female,No,Other,Accounting/Finance,General/Cost Accounting,2,0
U2022_404,Yes,Agronomist,MLAKA,B.B.K.M. (Hons),MANAGEMENT,No,3.50-4.00,2.50-2.99,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,no_data,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,B,B,Band 3,A,C,D,no_data,no_data,no_data,C,B,A,A,MELAKA,Malaysian,Chinese,Female,No,Single,Others,Others,5,1
U2022_405,Yes,Telecommunications Engineering Technologist,CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Loan,IPTS,A,C,Band 3,A,A,A,A,B,C,A,A,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
U2022_408,Yes,Account Manager,MLAKA,B.I.T. (Hons) (B.I. Analytics),IT,No,no_data,2.00-2.49,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,no_data,3.00-3.49,3.00-3.49,no_data,no_data,no_data,Loan,IPTS,D,B,Band 3,B,C,D,C,C,D,B,C,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Accounting/Finance,General/Cost Accounting,2,0
U2022_409,Yes,Assistant Digital Marketing Manager,CYBER,B.E.M.S.(Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,B,D,no_data,no_data,no_data,no_data,no_data,D,A,SABAH,Malaysian,Malay,Male,No,Single,Sales/Marketing,Digital Marketing,3,0
U2022_411,Yes,Technician,CYBER,B.E. (Hons) (Electrical),ENGINEERING,Yes,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Malay,Male,No,Married,Engineering,Mechanical,4,1
U2022_413,Yes,Engineer CAE(Computer-aided Engineering ),CYBER,B.E. (Hons) (Electronics-Comp),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,Loan,IPTS,B,A,Band 4,A,A,A,A,A,A,A,B,A,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_415,Yes,Auditor,MLAKA,B.Acc. (Hons),MANAGEMENT,No,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,2.50-2.99,no_data,3.50-4.00,3.00-3.49,3.00-3.49,Loan,IPTS,C,A,Band 3,A,B,C,no_data,no_data,no_data,A,B,C,B,NEGERI SEMBILAN,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
U2022_416,Yes,Telecommunications Engineering Technologist,CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Scholarship,IPTS,A,A,Band 4,A,A,A,A,A,A,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
U2022_418,Yes,Audit Clerk,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,Yes,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,B,D,Band 3,C,C,no_data,no_data,no_data,no_data,B,C,B,A,JOHOR,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_419,Yes,Information Technology Executive,MLAKA,B.I.T. (Hons) (D.C.N.),IT,No,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,A,A,A,A,no_data,no_data,no_data,no_data,PERAK,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_420,Yes,Analyst,CYBER,B.Fin. (Hons),MANAGEMENT,No,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,B,B,B,B,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Female,Yes,Single,Accounting/Finance,Banking/Financial,2,0
U2022_421,Yes,Data Analyst,CYBER,B.C.S (Hons) Data Science,IT,No,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 5,A,A,A,A,A,no_data,no_data,no_data,no_data,no_data,PULAU PINANG,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_422,Yes,Semiconductor Electronic Engineer,MLAKA,B.E. (Hons) (Robo. & Auto.),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,Loan,IPTS,A,A,Band 4,A,A,A,A,A,A,A,B,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Engineering,Electrical and Electronics,4,1
U2022_423,Yes,Administrative Assistant,MLAKA,B.I.T. (Hons) (Security Tech.),IT,No,2.50-2.99,2.00-2.49,no_data,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,C,B,Band 3,B,C,D,C,D,no_data,A,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
U2022_425,Yes,Data Science Expert,CYBER,B.C.S (Hons) Data Science,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,C,B,Band 4,A,B,C,no_data,no_data,no_data,A,C,A,A,SELANGOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
U2022_426,Yes,Financial Executive,CYBER,B.Fin. (Hons),MANAGEMENT,No,2.50-2.99,2.50-2.99,2.50-2.99,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,A,Band 4,A,C,B,B,C,C,B,no_data,no_data,no_data,KUALA LUMPUR,Malaysian,Indian,Male,No,Single,Accounting/Finance,Corporate Finance/Investment,2,0
